pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,src_port,dst_port,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps
1902,87,1722031322852169,583318016,1722031323435487.0,1902,1,1.0,0.04574132492113565,1.104509525532597e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1903,799,1722031322855362,584953088,1722031323440315.0,1903,1,1.0,0.41986337362059906,1.1050902350592214e-06,1,UDP,443,38125,799,799,6.392,6.392,12.784
1904,1242,1722031322861006,586564864,1722031323447570.8,1904,1,1.0,0.6523109243697479,1.1056709445842839e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1905,1242,1722031322861006,588491776,1722031323449497.8,1905,1,1.0,0.6519685039370079,1.1062516541127645e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1906,87,1722031322861455,589471488,1722031323450926.5,1906,1,1.0,0.04564533053515215,1.1068323636415643e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1907,799,1722031322864190,591173120,1722031323455363.0,1907,1,1.0,0.41898269533298377,1.1074130731684288e-06,1,UDP,443,38125,799,799,6.392,6.392,12.784
1908,1242,1722031322869119,593501696,1722031323462620.8,1908,1,1.0,0.6509433962264151,1.1079937826934749e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1909,87,1722031322869248,594631424,1722031323463879.5,1909,1,1.0,0.045573598742797275,1.108574492222378e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1910,1242,1722031322872371,596403712,1722031323468774.8,1910,1,1.0,0.650261780104712,1.1091552017489382e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1911,799,1722031322872372,597999872,1722031323470371.8,1911,1,1.0,0.4181057038199895,1.1097359112776206e-06,1,UDP,443,38125,799,799,6.392,6.392,12.784
1912,87,1722031322872478,598698240,1722031323471176.2,1912,1,1.0,0.045502092050209206,1.1103166208068128e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1913,1242,1722031322883173,600400128,1722031323483573.2,1913,1,1.0,0.6492420282279143,1.110897330328526e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1914,1242,1722031322886403,602274048,1722031323488677.0,1914,1,1.0,0.6489028213166145,1.1114780398549384e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1915,799,1722031322886403,603840256,1722031323490243.2,1915,1,1.0,0.4172323759791123,1.1120587493836317e-06,1,UDP,443,38125,799,799,6.392,6.392,12.784
1916,87,1722031322886532,604636928,1722031323491169.0,1916,1,1.0,0.04540709812108559,1.1126394589127379e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1917,1242,1722031322889650,606319872,1722031323495969.8,1917,1,1.0,0.647887323943662,1.1132201684393383e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1918,1242,1722031322889650,607958784,1722031323497608.8,1918,1,1.0,0.6475495307612096,1.1138008779679805e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1919,799,1722031322889650,609401344,1722031323499051.2,1919,1,1.0,0.416362688900469,1.1143815874967487e-06,1,UDP,443,38125,799,799,6.392,6.392,12.784
1920,87,1722031322889748,610097920,1722031323499846.0,1920,1,1.0,0.0453125,1.1149622970259353e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1921,1242,1722031322896183,611771136,1722031323507954.2,1921,1,1.0,0.646538261322228,1.1155430065503837e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1922,1242,1722031322899457,614234112,1722031323513691.0,1922,1,1.0,0.6462018730489074,1.1161237160763639e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1923,799,1722031322899457,615606528,1722031323515063.5,1923,1,1.0,0.4154966198647946,1.1167044256051702e-06,1,UDP,443,38125,799,799,6.392,6.392,12.784
1924,87,1722031322899564,616319232,1722031323515883.2,1924,1,1.0,0.04521829521829522,1.1172851351343342e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1925,1242,1722031322906053,618210304,1722031323524263.2,1925,1,1.0,0.6451948051948052,1.11786584465859e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1926,1242,1722031322906053,619838720,1722031323525891.8,1926,1,1.0,0.6448598130841121,1.1184465541872248e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1927,831,1722031322906053,621759488,1722031323527812.5,1927,1,1.0,0.43124026984950703,1.119027263715669e-06,1,UDP,443,38125,831,831,6.648,6.648,13.296
1928,87,1722031322906232,622614016,1722031323528846.0,1928,1,1.0,0.04512448132780083,1.1196079732446886e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1929,1242,1722031322914871,625139712,1722031323540010.8,1929,1,1.0,0.6438569206842923,1.1201886827671172e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1930,1242,1722031322918083,627101952,1722031323545185.0,1930,1,1.0,0.6435233160621762,1.120769392293437e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1931,831,1722031322918083,628667904,1722031323546751.0,1931,1,1.0,0.43034697048161574,1.121350101822103e-06,1,UDP,443,38125,831,831,6.648,6.648,13.296
1932,87,1722031322918186,629428480,1722031323547614.5,1932,1,1.0,0.04503105590062112,1.1219308113512255e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1933,1242,1722031322929032,631075072,1722031323560107.0,1933,1,1.0,0.6425245732022763,1.1225115208727672e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1934,1242,1722031322929032,632849152,1722031323561881.2,1934,1,1.0,0.6421923474663909,1.1230922304012906e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1935,831,1722031322929032,634576384,1722031323563608.5,1935,1,1.0,0.4294573643410853,1.1236729399298439e-06,1,UDP,443,38125,831,831,6.648,6.648,13.296
1936,87,1722031322929536,635267072,1722031323564803.0,1936,1,1.0,0.04493801652892562,1.1242536494587436e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1937,1242,1722031322935563,636818176,1722031323572381.2,1937,1,1.0,0.6411977284460506,1.1248343589834723e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1938,1242,1722031322935563,638496768,1722031323574059.8,1938,1,1.0,0.6408668730650154,1.125415068512052e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1939,831,1722031322935563,639891200,1722031323575454.2,1939,1,1.0,0.42857142857142855,1.1259957780408162e-06,1,UDP,443,38125,831,831,6.648,6.648,13.296
1940,87,1722031322935729,641041408,1722031323576770.5,1940,1,1.0,0.04484536082474227,1.1265764875696306e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1941,1242,1722031322947905,643178752,1722031323591083.8,1941,1,1.0,0.6398763523956723,1.127157197089937e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1942,1242,1722031322947905,644996352,1722031323592901.2,1942,1,1.0,0.639546858908342,1.127737906618417e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1943,831,1722031322947905,646454016,1722031323594359.0,1943,1,1.0,0.4276891405043747,1.1283186161471314e-06,1,UDP,443,38125,831,831,6.648,6.648,13.296
1944,87,1722031322948092,647192064,1722031323595284.0,1944,1,1.0,0.044753086419753084,1.1288993256761941e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1945,1242,1722031322954484,648776704,1722031323603260.8,1945,1,1.0,0.638560411311054,1.1294800352006308e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1946,1242,1722031322954484,650683392,1722031323605167.5,1946,1,1.0,0.6382322713257965,1.1300607447290458e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1947,820,1722031322954484,652388352,1722031323606872.2,1947,1,1.0,0.421160760143811,1.1306414542575919e-06,1,UDP,443,38125,820,820,6.56,6.56,13.12
1948,87,1722031322954564,653161984,1722031323607726.0,1948,1,1.0,0.044661190965092405,1.131222163786696e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1949,1242,1722031322963146,654842112,1722031323617988.0,1949,1,1.0,0.6372498717290919,1.131802873309616e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1950,1242,1722031322974163,657094912,1722031323631258.0,1950,1,1.0,0.6369230769230769,1.132383582830551e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1951,863,1722031322974163,659834624,1722031323633997.5,1951,1,1.0,0.442337262942081,1.1329642923584053e-06,1,UDP,443,38125,863,863,6.904,6.904,13.808
1952,87,1722031322974326,660698624,1722031323635024.5,1952,1,1.0,0.04456967213114754,1.133545001887385e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1953,1242,1722031322977405,662371584,1722031323639776.5,1953,1,1.0,0.6359447004608295,1.1341257114139108e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1954,1242,1722031322977406,664166144,1722031323641572.2,1954,1,1.0,0.6356192425793245,1.1347064209423814e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1955,863,1722031322977406,665690624,1722031323643096.5,1955,1,1.0,0.44143222506393864,1.1352871304710298e-06,1,UDP,443,38125,863,863,6.904,6.904,13.808
1956,87,1722031322977562,666388992,1722031323643951.0,1956,1,1.0,0.04447852760736196,1.1358678400001188e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1957,1242,1722031322984224,668022272,1722031323652246.2,1957,1,1.0,0.6346448645886561,1.1364485495242967e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1958,1242,1722031322984250,669642496,1722031323653892.5,1958,1,1.0,0.634320735444331,1.1370292590528593e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1959,87,1722031322984358,670308352,1722031323654666.2,1959,1,1.0,0.0444104134762634,1.1376099685819973e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1960,863,1722031322987464,672454400,1722031323659918.5,1960,1,1.0,0.4403061224489796,1.1381906781081744e-06,1,UDP,443,38125,863,863,6.904,6.904,13.808
1961,1242,1722031322997185,674478336,1722031323671663.2,1961,1,1.0,0.633350331463539,1.1387713876300547e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1962,1242,1722031322997185,676421888,1722031323673607.0,1962,1,1.0,0.6330275229357798,1.1393520971584117e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1963,87,1722031322997514,677351680,1722031323674865.8,1963,1,1.0,0.04431991849210392,1.139932806687221e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1964,863,1722031323000404,678885376,1722031323679289.5,1964,1,1.0,0.4394093686354379,1.140513516213933e-06,1,UDP,443,38125,863,863,6.904,6.904,13.808
1965,1242,1722031323003653,680531712,1722031323684184.8,1965,1,1.0,0.6320610687022901,1.1410942257403298e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1966,1242,1722031323003653,682677504,1722031323686330.5,1966,1,1.0,0.6317395727365208,1.141674935268546e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1967,863,1722031323003653,684096512,1722031323687749.5,1967,1,1.0,0.4387391967463142,1.142255644797243e-06,1,UDP,443,38125,863,863,6.904,6.904,13.808
1968,87,1722031323003766,684767488,1722031323688533.5,1968,1,1.0,0.04420731707317073,1.1428363543263601e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1969,1242,1722031323006942,686413824,1722031323693355.8,1969,1,1.0,0.6307770441848655,1.1434170638527956e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1970,1242,1722031323006942,688066048,1722031323695008.0,1970,1,1.0,0.6304568527918781,1.1439977733813339e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1971,863,1722031323006942,689491968,1722031323696434.0,1971,1,1.0,0.4378488077118214,1.1445784829100212e-06,1,UDP,443,38125,863,863,6.904,6.904,13.808
1972,87,1722031323007075,690233344,1722031323697308.2,1972,1,1.0,0.04411764705882353,1.1451591924390744e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1973,1242,1722031323014624,692718336,1722031323707342.2,1973,1,1.0,0.6294982260516979,1.145739901962033e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1974,1242,1722031323014625,694541568,1722031323709166.5,1974,1,1.0,0.6291793313069909,1.1463206114904495e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1975,87,1722031323014754,695195648,1722031323709949.8,1975,1,1.0,0.044050632911392405,1.1469013210195582e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1976,863,1722031323017865,696643328,1722031323714508.2,1976,1,1.0,0.4367408906882591,1.1474820305461508e-06,1,UDP,443,38125,863,863,6.904,6.904,13.808
1977,1242,1722031323022467,698255104,1722031323720722.0,1977,1,1.0,0.6282245827010622,1.148062740071637e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1978,87,1722031323022603,698916864,1722031323721519.8,1978,1,1.0,0.04398382204246714,1.1486434496007313e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1979,1242,1722031323025803,701526784,1722031323727329.8,1979,1,1.0,0.627589691763517,1.14922415912648e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1980,863,1722031323025804,703015936,1722031323728820.0,1980,1,1.0,0.43585858585858583,1.1498048686551093e-06,1,UDP,443,38125,863,863,6.904,6.904,13.808
1981,87,1722031323026079,703691264,1722031323729770.2,1981,1,1.0,0.043917213528520946,1.1503855781840984e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1982,1242,1722031323032184,705896192,1722031323738080.2,1982,1,1.0,0.6266397578203835,1.1509662877081677e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1983,1242,1722031323032185,707781632,1722031323739966.8,1983,1,1.0,0.6263237518910741,1.1515469972365268e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1984,863,1722031323032185,709513984,1722031323741699.0,1984,1,1.0,0.43497983870967744,1.152127706764988e-06,1,UDP,443,38125,863,863,6.904,6.904,13.808
1985,87,1722031323032334,710300416,1722031323742634.5,1985,1,1.0,0.043828715365239294,1.152708416293981e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1986,1242,1722031323040902,712375296,1722031323753277.2,1986,1,1.0,0.6253776435045317,1.1532891258164725e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1987,1242,1722031323044174,714357504,1722031323758531.5,1987,1,1.0,0.6250629089079014,1.1538698353425673e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1988,863,1722031323044174,715772160,1722031323759946.2,1988,1,1.0,0.4341046277665996,1.1544505448712326e-06,1,UDP,443,38125,863,863,6.904,6.904,13.808
1989,87,1722031323044328,716535296,1722031323760863.2,1989,1,1.0,0.043740573152337855,1.155031254400231e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1990,1242,1722031323050698,718292224,1722031323768990.2,1990,1,1.0,0.6241206030150753,1.15561196392439e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1991,1242,1722031323050698,719930112,1722031323770628.0,1991,1,1.0,0.623807132094425,1.1561926734529007e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1992,895,1722031323050698,721583616,1722031323772281.5,1992,1,1.0,0.44929718875502006,1.1567733829813998e-06,1,UDP,443,38125,895,895,7.16,7.16,14.32
1993,87,1722031323050853,722372608,1722031323773225.5,1993,1,1.0,0.043652784746613146,1.1573540925103742e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1994,1242,1722031323057201,724644608,1722031323781845.5,1994,1,1.0,0.6228686058174524,1.1579348020341869e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1995,1242,1722031323057201,726294528,1722031323783495.5,1995,1,1.0,0.6225563909774436,1.1585155115626828e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1996,87,1722031323057369,726983936,1722031323784353.0,1996,1,1.0,0.0435871743486974,1.1590962210917108e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
1997,895,1722031323060528,728393728,1722031323788921.8,1997,1,1.0,0.44817225838758135,1.1596769306182392e-06,1,UDP,443,38125,895,895,7.16,7.16,14.32
1998,1242,1722031323065609,730146304,1722031323795755.2,1998,1,1.0,0.6216216216216216,1.1602576401432386e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
1999,87,1722031323065697,730833920,1722031323796531.0,1999,1,1.0,0.04352176088044022,1.1608383496723168e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2000,1242,1722031323068856,732406016,1722031323801262.0,2000,1,1.0,0.621,1.161419059198727e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2001,895,1722031323068856,733820928,1722031323802677.0,2001,1,1.0,0.4472763618190905,1.1619997687273716e-06,1,UDP,443,38125,895,895,7.16,7.16,14.32
2002,87,1722031323068987,734513920,1722031323803501.0,2002,1,1.0,0.043456543456543456,1.162580478256414e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2003,1242,1722031323075420,736072448,1722031323811492.5,2003,1,1.0,0.6200698951572641,1.1631611877806148e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2004,1242,1722031323075420,737669120,1722031323813089.0,2004,1,1.0,0.6197604790419161,1.1637418973091319e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2005,87,1722031323075654,738494208,1722031323814148.2,2005,1,1.0,0.04339152119700748,1.164322606838011e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2006,895,1722031323078650,740938496,1722031323819588.5,2006,1,1.0,0.4461615154536391,1.1649033163639258e-06,1,UDP,443,38125,895,895,7.16,7.16,14.32
2007,1242,1722031323086088,742879232,1722031323828967.2,2007,1,1.0,0.6188340807174888,1.1654840258871714e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2008,1242,1722031323086088,744912128,1722031323831000.2,2008,1,1.0,0.6185258964143426,1.1660647354153848e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2009,895,1722031323086113,746627072,1722031323832740.0,2009,1,1.0,0.44549527127924343,1.1666454449437953e-06,1,UDP,443,38125,895,895,7.16,7.16,14.32
2010,87,1722031323086194,747412224,1722031323833606.2,2010,1,1.0,0.04328358208955224,1.167226154472797e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2011,1242,1722031323094217,749575168,1722031323843792.2,2011,1,1.0,0.6176031824962706,1.1678068639954779e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2012,1242,1722031323094217,751232000,1722031323845449.0,2012,1,1.0,0.617296222664016,1.1683875735239386e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2013,87,1722031323094463,751975680,1722031323846438.8,2013,1,1.0,0.043219076005961254,1.1689682830528512e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2014,895,1722031323097423,753830656,1722031323851253.8,2014,1,1.0,0.4443892750744787,1.1695489925791652e-06,1,UDP,443,38125,895,895,7.16,7.16,14.32
2015,1242,1722031323106923,755417344,1722031323862340.2,2015,1,1.0,0.6163771712158809,1.1701297021012145e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2016,1242,1722031323106958,757597952,1722031323864556.0,2016,1,1.0,0.6160714285714286,1.1707104116292867e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2017,895,1722031323106958,759247872,1722031323866205.8,2017,1,1.0,0.443728309370352,1.1712911211577427e-06,1,UDP,443,38125,895,895,7.16,7.16,14.32
2018,87,1722031323107093,760469248,1722031323867562.2,2018,1,1.0,0.04311199207135778,1.171871830686397e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2019,1242,1722031323110142,762335744,1722031323872477.8,2019,1,1.0,0.6151560178306092,1.1724525402126273e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2020,1242,1722031323110142,764208896,1722031323874351.0,2020,1,1.0,0.6148514851485148,1.1730332497409267e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2021,895,1722031323110142,765802240,1722031323875944.2,2021,1,1.0,0.44285007422068284,1.1736139592694156e-06,1,UDP,443,38125,895,895,7.16,7.16,14.32
2022,87,1722031323110280,766608128,1722031323876888.2,2022,1,1.0,0.04302670623145401,1.174194668798346e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2023,1242,1722031323113397,878973184,1722031323992370.2,2023,1,1.0,0.6139396935244686,1.1747753782491376e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2024,1242,1722031323113397,880762112,1722031323994159.0,2024,1,1.0,0.6136363636363636,1.1753560877774516e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2025,927,1722031323113397,883081472,1722031323996478.5,2025,1,1.0,0.4577777777777778,1.175936797305402e-06,1,UDP,443,38125,927,927,7.416,7.416,14.832
2026,87,1722031323113619,883903488,1722031323997522.5,2026,1,1.0,0.042941757156959526,1.1765175068342223e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
2027,1242,1722031323122921,885507072,1722031324008428.0,2027,1,1.0,0.6127281697089294,1.1770982163563008e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2028,1242,1722031323122921,887176448,1722031324010097.5,2028,1,1.0,0.6124260355029586,1.1776789258846887e-06,1,UDP,443,38125,1242,1242,9.936,9.936,19.872
2029,927,1722031323122949,888605184,1722031324011554.2,2029,1,1.0,0.45687530803351406,1.178259635413221e-06,1,UDP,443,38125,927,927,7.416,7.416,14.832
2030,87,1722031323123059,889336832,1722031324012395.8,2030,1,1.0,0.04285714285714286,1.1788403449421732e-06,1,UDP,38125,443,87,87,0.696,0.696,1.392
